disease,n,p,k,temperature,humidity,ph,severity_level
Root Rot,170,120,170,32,59,5.3,2
Root Rot,171,121,171,32.1,60,5.2,2
Root Rot,172,122,172,32.2,50,5.1,2
Root Rot,173,123,173,32.3,51,5,2
Root Rot,174,124,174,32.4,52,5.5,2
Root Rot,175,125,175,32.5,53,5.4,2
Root Rot,176,126,176,32.6,54,5.3,2
Root Rot,177,127,177,32.7,55,5.2,2
Root Rot,178,128,178,32.8,56,5.1,2
Root Rot,179,129,179,32.9,57,5,2
Root Rot,180,130,180,33,58,5.5,2
Root Rot,181,131,181,33.1,59,5.4,2
Root Rot,182,132,182,33.2,60,5.3,2
Root Rot,183,133,183,33.3,50,5.2,2
Root Rot,184,134,184,33.4,51,5.1,2
Root Rot,185,135,185,33.5,52,5,2
Root Rot,186,136,186,33.6,53,5.5,2
Root Rot,187,137,187,33.7,54,5.4,2
Root Rot,188,138,188,33.8,55,5.3,2
Root Rot,189,139,189,33.9,56,5.2,2
Root Rot,190,140,190,34,57,5.1,2
Root Rot,191,141,191,34.1,58,5,2
Root Rot,192,142,192,34.2,59,5.5,2
Root Rot,193,143,193,34.3,60,5.4,2
Root Rot,194,144,194,34.4,50,5.3,2
Root Rot,195,145,195,34.5,51,5.2,2
Root Rot,196,146,196,34.6,52,5.1,2
Root Rot,197,147,197,34.7,53,5,2
Root Rot,198,148,198,34.8,54,5.5,2
Root Rot,199,149,199,34.9,55,5.4,2
Root Rot,200,150,200,35,56,5.3,2
Root Rot,150,100,150,35.1,57,5.2,2
Root Rot,151,101,151,35.2,58,5.1,2
Root Rot,152,102,152,35.3,59,5,2
Root Rot,153,103,153,35.4,60,5.5,2
Root Rot,154,104,154,35.5,50,5.4,2
Root Rot,155,105,155,35.6,51,5.3,2
Root Rot,156,106,156,35.7,52,5.2,2
Root Rot,157,107,157,35.8,53,5.1,2
Root Rot,158,108,158,35.9,54,5,2
Root Rot,159,109,159,36,55,5.5,2
Root Rot,160,110,160,36.1,56,5.4,2
Root Rot,161,111,161,36.2,57,5.3,2
Root Rot,162,112,162,36.3,58,5.2,2
Root Rot,163,113,163,36.4,59,5.1,2
Root Rot,164,114,164,36.5,60,5,2
Root Rot,165,115,165,36.6,50,5.5,2
Root Rot,166,116,166,36.7,51,5.4,2
Root Rot,167,117,167,36.8,52,5.3,2
Root Rot,168,118,168,36.9,53,5.2,2
Root Rot,169,119,169,37,54,5.1,2
Root Rot,170,120,170,37.1,55,5,2
Root Rot,171,121,171,37.2,56,5.5,2
Root Rot,172,122,172,37.3,57,5.4,2
Root Rot,173,123,173,37.4,58,5.3,2
Root Rot,174,124,174,37.5,59,5.2,2
Root Rot,175,125,175,37.6,60,5.1,2
Root Rot,176,126,176,37.7,50,5,2
Root Rot,177,127,177,37.8,51,5.5,2
Root Rot,178,128,178,37.9,52,5.4,2
Root Rot,179,129,179,38,53,5.3,2
Root Rot,180,130,180,38.1,54,5.2,2
Root Rot,181,131,181,38.2,55,5.1,2
Root Rot,182,132,182,38.3,56,5,2
Root Rot,183,133,183,38.4,57,5.5,2
Root Rot,184,134,184,38.5,58,5.4,2
Root Rot,185,135,185,38.6,59,5.3,2
Root Rot,186,136,186,38.7,60,5.2,2
Root Rot,187,137,187,38.8,50,5.1,2
Root Rot,188,138,188,38.9,51,5,2
Root Rot,189,139,189,39,52,5.5,2
Root Rot,190,140,190,39.1,53,5.4,2
Root Rot,191,141,191,39.2,54,5.3,2
Root Rot,192,142,192,39.3,55,5.2,2
Root Rot,193,143,193,39.4,56,5.1,2
Root Rot,194,144,194,39.5,57,5,2
Root Rot,195,145,195,39.6,58,5.5,2
Root Rot,196,146,196,39.7,59,5.4,2
Root Rot,197,147,197,39.8,60,5.3,2
Root Rot,198,148,198,39.9,50,5.2,2
Root Rot,199,149,199,40,51,5.1,2
Nutrient Deficiency,150,100,150,20,50,5.5,2
Nutrient Deficiency,151,101,151,20.1,51,5.4,2
Nutrient Deficiency,152,102,152,20.2,52,5.3,2
Nutrient Deficiency,153,103,153,20.3,53,5.2,2
Nutrient Deficiency,154,104,154,20.4,54,5.1,2
Nutrient Deficiency,155,105,155,20.5,55,5,2
Nutrient Deficiency,156,106,156,20.6,56,5.5,2
Nutrient Deficiency,157,107,157,20.7,57,5.4,2
Nutrient Deficiency,158,108,158,20.8,58,5.3,2
Nutrient Deficiency,159,109,159,20.9,59,5.2,2
Nutrient Deficiency,160,110,160,21,60,5.1,2
Nutrient Deficiency,161,111,161,21.1,50,5,2
Nutrient Deficiency,162,112,162,21.2,51,5.5,2
Nutrient Deficiency,163,113,163,21.3,52,5.4,2
Nutrient Deficiency,164,114,164,21.4,53,5.3,2
Nutrient Deficiency,165,115,165,21.5,54,5.2,2
Nutrient Deficiency,166,116,166,21.6,55,5.1,2
Nutrient Deficiency,167,117,167,21.7,56,5,2
Nutrient Deficiency,168,118,168,21.8,57,5.5,2
Nutrient Deficiency,169,119,169,21.9,58,5.4,2
Nutrient Deficiency,170,120,170,22,59,5.3,2
Nutrient Deficiency,171,121,171,22.1,60,5.2,2
Nutrient Deficiency,172,122,172,22.2,50,5.1,2
Nutrient Deficiency,173,123,173,22.3,51,5,2
Nutrient Deficiency,174,124,174,22.4,52,5.5,2
Nutrient Deficiency,175,125,175,22.5,53,5.4,2
Nutrient Deficiency,176,126,176,22.6,54,5.3,2
Nutrient Deficiency,177,127,177,22.7,55,5.2,2
Nutrient Deficiency,178,128,178,22.8,56,5.1,2
Nutrient Deficiency,179,129,179,22.9,57,5,2
Nutrient Deficiency,180,130,180,23,58,5.5,2
Nutrient Deficiency,181,131,181,23.1,59,5.4,2
Nutrient Deficiency,182,132,182,23.2,60,5.3,2
Nutrient Deficiency,183,133,183,23.3,50,5.2,2
Nutrient Deficiency,184,134,184,23.4,51,5.1,2
Nutrient Deficiency,185,135,185,23.5,52,5,2
Nutrient Deficiency,186,136,186,23.6,53,5.5,2
Nutrient Deficiency,187,137,187,23.7,54,5.4,2
Nutrient Deficiency,188,138,188,23.8,55,5.3,2
Nutrient Deficiency,189,139,189,23.9,56,5.2,2
Nutrient Deficiency,190,140,190,24,57,5.1,2
Nutrient Deficiency,191,141,191,24.1,58,5,2
Nutrient Deficiency,192,142,192,24.2,59,5.5,2
Nutrient Deficiency,193,143,193,24.3,60,5.4,2
Nutrient Deficiency,194,144,194,24.4,50,5.3,2
Nutrient Deficiency,195,145,195,24.5,51,5.2,2
Nutrient Deficiency,196,146,196,24.6,52,5.1,2
Nutrient Deficiency,197,147,197,24.7,53,5,2
Nutrient Deficiency,198,148,198,24.8,54,5.5,2
Nutrient Deficiency,199,149,199,24.9,55,5.4,2
Nutrient Deficiency,200,150,200,25,56,5.3,2
Nutrient Deficiency,150,100,150,25.1,57,5.2,2
Nutrient Deficiency,151,101,151,25.2,58,5.1,2
Nutrient Deficiency,152,102,152,25.3,59,5,2
Nutrient Deficiency,153,103,153,25.4,60,5.5,2
Nutrient Deficiency,154,104,154,25.5,50,5.4,2
Nutrient Deficiency,155,105,155,25.6,51,5.3,2
Nutrient Deficiency,156,106,156,25.7,52,5.2,2
Nutrient Deficiency,157,107,157,25.8,53,5.1,2
Nutrient Deficiency,158,108,158,25.9,54,5,2
Nutrient Deficiency,159,109,159,26,55,5.5,2
Nutrient Deficiency,160,110,160,26.1,56,5.4,2
Nutrient Deficiency,161,111,161,26.2,57,5.3,2
Nutrient Deficiency,162,112,162,26.3,58,5.2,2
Nutrient Deficiency,163,113,163,26.4,59,5.1,2
Nutrient Deficiency,164,114,164,26.5,60,5,2
Nutrient Deficiency,165,115,165,26.6,50,5.5,2
Nutrient Deficiency,166,116,166,26.7,51,5.4,2
Nutrient Deficiency,167,117,167,26.8,52,5.3,2
Nutrient Deficiency,168,118,168,26.9,53,5.2,2
Nutrient Deficiency,169,119,169,27,54,5.1,2
Nutrient Deficiency,170,120,170,27.1,55,5,2
Nutrient Deficiency,171,121,171,27.2,56,5.5,2
Nutrient Deficiency,172,122,172,27.3,57,5.4,2
Nutrient Deficiency,173,123,173,27.4,58,5.3,2
Nutrient Deficiency,174,124,174,27.5,59,5.2,2
Nutrient Deficiency,175,125,175,27.6,60,5.1,2
Nutrient Deficiency,176,126,176,27.7,50,5,2
Nutrient Deficiency,177,127,177,27.8,51,5.5,2
Nutrient Deficiency,178,128,178,27.9,52,5.4,2
Nutrient Deficiency,179,129,179,28,53,5.3,2
Nutrient Deficiency,180,130,180,28.1,54,5.2,2
Nutrient Deficiency,181,131,181,28.2,55,5.1,2
Nutrient Deficiency,182,132,182,28.3,56,5,2
Nutrient Deficiency,183,133,183,28.4,57,5.5,2
Nutrient Deficiency,184,134,184,28.5,58,5.4,2
Nutrient Deficiency,185,135,185,28.6,59,5.3,2
Nutrient Deficiency,186,136,186,28.7,60,5.2,2
Nutrient Deficiency,187,137,187,28.8,50,5.1,2
Nutrient Deficiency,188,138,188,28.9,51,5,2
Nutrient Deficiency,189,139,189,29,52,5.5,2
Nutrient Deficiency,190,140,190,29.1,53,5.4,2
Nutrient Deficiency,191,141,191,29.2,54,5.3,2
Nutrient Deficiency,192,142,192,29.3,55,5.2,2
Nutrient Deficiency,193,143,193,29.4,56,5.1,2
Nutrient Deficiency,194,144,194,29.5,57,5,2
Nutrient Deficiency,195,145,195,29.6,58,5.5,2
Nutrient Deficiency,196,146,196,29.7,59,5.4,2
Nutrient Deficiency,197,147,197,29.8,60,5.3,2
Nutrient Deficiency,198,148,198,29.9,50,5.2,2
Nutrient Deficiency,199,149,199,30,51,5.1,2
Nutrient Deficiency,150,100,150,15,50,5.5,2
Nutrient Deficiency,151,101,151,15.1,51,5.4,2
Nutrient Deficiency,152,102,152,15.2,52,5.3,2
Nutrient Deficiency,153,103,153,15.3,53,5.2,2
Nutrient Deficiency,154,104,154,15.4,54,5.1,2
Nutrient Deficiency,155,105,155,15.5,55,5,2
Nutrient Deficiency,156,106,156,15.6,56,5.5,2
Nutrient Deficiency,157,107,157,15.7,57,5.4,2
Nutrient Deficiency,158,108,158,15.8,58,5.3,2
Nutrient Deficiency,159,109,159,15.9,59,5.2,2
Nutrient Deficiency,160,110,160,16,60,5.1,2
Nutrient Deficiency,161,111,161,16.1,50,5,2
Nutrient Deficiency,162,112,162,16.2,51,5.5,2
Nutrient Deficiency,163,113,163,16.3,52,5.4,2
Nutrient Deficiency,164,114,164,16.4,53,5.3,2
Nutrient Deficiency,165,115,165,16.5,54,5.2,2
Nutrient Deficiency,166,116,166,16.6,55,5.1,2
Nutrient Deficiency,167,117,167,16.7,56,5,2
Nutrient Deficiency,168,118,168,16.8,57,5.5,2
Nutrient Deficiency,169,119,169,16.9,58,5.4,2
Nutrient Deficiency,170,120,170,17,59,5.3,2
Nutrient Deficiency,171,121,171,17.1,60,5.2,2
Nutrient Deficiency,172,122,172,17.2,50,5.1,2
Nutrient Deficiency,173,123,173,17.3,51,5,2
Nutrient Deficiency,174,124,174,17.4,52,5.5,2
Nutrient Deficiency,175,125,175,17.5,53,5.4,2
Nutrient Deficiency,176,126,176,17.6,54,5.3,2
Nutrient Deficiency,177,127,177,17.7,55,5.2,2
Nutrient Deficiency,178,128,178,17.8,56,5.1,2
Nutrient Deficiency,179,129,179,17.9,57,5,2
Nutrient Deficiency,180,130,180,18,58,5.5,2
Nutrient Deficiency,181,131,181,18.1,59,5.4,2
Nutrient Deficiency,182,132,182,18.2,60,5.3,2
Nutrient Deficiency,183,133,183,18.3,50,5.2,2
Nutrient Deficiency,184,134,184,18.4,51,5.1,2
Nutrient Deficiency,185,135,185,18.5,52,5,2
Nutrient Deficiency,186,136,186,18.6,53,5.5,2
Nutrient Deficiency,187,137,187,18.7,54,5.4,2
Nutrient Deficiency,188,138,188,18.8,55,5.3,2
Nutrient Deficiency,189,139,189,18.9,56,5.2,2
Nutrient Deficiency,190,140,190,19,57,5.1,2
Nutrient Deficiency,191,141,191,19.1,58,5,2
Nutrient Deficiency,192,142,192,19.2,59,5.5,2
Nutrient Deficiency,193,143,193,19.3,60,5.4,2
Nutrient Deficiency,194,144,194,19.4,50,5.3,2
Nutrient Deficiency,195,145,195,19.5,51,5.2,2
Nutrient Deficiency,196,146,196,19.6,52,5.1,2
Nutrient Deficiency,197,147,197,19.7,53,5,2
Nutrient Deficiency,198,148,198,19.8,54,5.5,2
Nutrient Deficiency,199,149,199,19.9,55,5.4,2
Nutrient Deficiency,200,150,200,20,56,5.3,2
Nutrient Deficiency,150,100,150,20.1,57,5.2,2
Nutrient Deficiency,151,101,151,20.2,58,5.1,2
Nutrient Deficiency,152,102,152,20.3,59,5,2
Nutrient Deficiency,153,103,153,20.4,60,5.5,2
Nutrient Deficiency,154,104,154,20.5,50,5.4,2
Nutrient Deficiency,155,105,155,20.6,51,5.3,2
Nutrient Deficiency,156,106,156,20.7,52,5.2,2
Nutrient Deficiency,157,107,157,20.8,53,5.1,2
Nutrient Deficiency,158,108,158,20.9,54,5,2
Nutrient Deficiency,159,109,159,21,55,5.5,2
Nutrient Deficiency,160,110,160,21.1,56,5.4,2
Nutrient Deficiency,161,111,161,21.2,57,5.3,2
Nutrient Deficiency,162,112,162,21.3,58,5.2,2
Nutrient Deficiency,163,113,163,21.4,59,5.1,2
Nutrient Deficiency,164,114,164,21.5,60,5,2
Nutrient Deficiency,165,115,165,21.6,50,5.5,2
Nutrient Deficiency,166,116,166,21.7,51,5.4,2
Nutrient Deficiency,167,117,167,21.8,52,5.3,2
Nutrient Deficiency,168,118,168,21.9,53,5.2,2
Nutrient Deficiency,169,119,169,22,54,5.1,2
Nutrient Deficiency,170,120,170,22.1,55,5,2
Nutrient Deficiency,171,121,171,22.2,56,5.5,2
Nutrient Deficiency,172,122,172,22.3,57,5.4,2
Nutrient Deficiency,173,123,173,22.4,58,5.3,2
Nutrient Deficiency,174,124,174,22.5,59,5.2,2
Nutrient Deficiency,175,125,175,22.6,60,5.1,2
Nutrient Deficiency,176,126,176,22.7,50,5,2
Nutrient Deficiency,177,127,177,22.8,51,5.5,2
Nutrient Deficiency,178,128,178,22.9,52,5.4,2
Nutrient Deficiency,179,129,179,23,53,5.3,2
Nutrient Deficiency,180,130,180,23.1,54,5.2,2
Nutrient Deficiency,181,131,181,23.2,55,5.1,2
Nutrient Deficiency,182,132,182,23.3,56,5,2
Nutrient Deficiency,183,133,183,23.4,57,5.5,2
Nutrient Deficiency,184,134,184,23.5,58,5.4,2
Nutrient Deficiency,185,135,185,23.6,59,5.3,2
Nutrient Deficiency,186,136,186,23.7,60,5.2,2
Nutrient Deficiency,187,137,187,23.8,50,5.1,2
Nutrient Deficiency,188,138,188,23.9,51,5,2
Nutrient Deficiency,189,139,189,24,52,5.5,2
Nutrient Deficiency,190,140,190,24.1,53,5.4,2
Nutrient Deficiency,191,141,191,24.2,54,5.3,2
Nutrient Deficiency,192,142,192,24.3,55,5.2,2
Nutrient Deficiency,193,143,193,24.4,56,5.1,2
Nutrient Deficiency,194,144,194,24.5,57,5,2
Nutrient Deficiency,195,145,195,24.6,58,5.5,2
Nutrient Deficiency,196,146,196,24.7,59,5.4,2
Nutrient Deficiency,197,147,197,24.8,60,5.3,2
Nutrient Deficiency,198,148,198,24.9,50,5.2,2
Nutrient Deficiency,199,149,199,25,51,5.1,2
Salinity Stress,150,100,150,20,50,5.5,2
Salinity Stress,151,101,151,20.1,51,5.4,2
Salinity Stress,152,102,152,20.2,52,5.3,2
Salinity Stress,153,103,153,20.3,53,5.2,2
Salinity Stress,154,104,154,20.4,54,5.1,2
Salinity Stress,155,105,155,20.5,55,5,2
Salinity Stress,156,106,156,20.6,56,5.5,2
Salinity Stress,157,107,157,20.7,57,5.4,2
Salinity Stress,158,108,158,20.8,58,5.3,2
Salinity Stress,159,109,159,20.9,59,5.2,2
Salinity Stress,160,110,160,21,60,5.1,2
Salinity Stress,161,111,161,21.1,50,5,2
Salinity Stress,162,112,162,21.2,51,5.5,2
Salinity Stress,163,113,163,21.3,52,5.4,2
Salinity Stress,164,114,164,21.4,53,5.3,2
Salinity Stress,165,115,165,21.5,54,5.2,2
Salinity Stress,166,116,166,21.6,55,5.1,2
Salinity Stress,167,117,167,21.7,56,5,2
Salinity Stress,168,118,168,21.8,57,5.5,2
Salinity Stress,169,119,169,21.9,58,5.4,2
Salinity Stress,170,120,170,22,59,5.3,2
Salinity Stress,171,121,171,22.1,60,5.2,2
Salinity Stress,172,122,172,22.2,50,5.1,2
Salinity Stress,173,123,173,22.3,51,5,2
Salinity Stress,174,124,174,22.4,52,5.5,2
Salinity Stress,175,125,175,22.5,53,5.4,2
Salinity Stress,176,126,176,22.6,54,5.3,2
Salinity Stress,177,127,177,22.7,55,5.2,2
Salinity Stress,178,128,178,22.8,56,5.1,2
Salinity Stress,179,129,179,22.9,57,5,2
Salinity Stress,180,130,180,23,58,5.5,2
Salinity Stress,181,131,181,23.1,59,5.4,2
Salinity Stress,182,132,182,23.2,60,5.3,2
Salinity Stress,183,133,183,23.3,50,5.2,2
Salinity Stress,184,134,184,23.4,51,5.1,2
Salinity Stress,185,135,185,23.5,52,5,2
Salinity Stress,186,136,186,23.6,53,5.5,2
Salinity Stress,187,137,187,23.7,54,5.4,2
Salinity Stress,188,138,188,23.8,55,5.3,2
Salinity Stress,189,139,189,23.9,56,5.2,2
Salinity Stress,190,140,190,24,57,5.1,2
Salinity Stress,191,141,191,24.1,58,5,2
Salinity Stress,192,142,192,24.2,59,5.5,2
Salinity Stress,193,143,193,24.3,60,5.4,2
Salinity Stress,194,144,194,24.4,50,5.3,2
Salinity Stress,195,145,195,24.5,51,5.2,2
Salinity Stress,196,146,196,24.6,52,5.1,2
Salinity Stress,197,147,197,24.7,53,5,2
Salinity Stress,198,148,198,24.8,54,5.5,2
Salinity Stress,199,149,199,24.9,55,5.4,2
Salinity Stress,200,150,200,25,56,5.3,2
Salinity Stress,150,100,150,25.1,57,5.2,2
Salinity Stress,151,101,151,25.2,58,5.1,2
Salinity Stress,152,102,152,25.3,59,5,2
Salinity Stress,153,103,153,25.4,60,5.5,2
Salinity Stress,154,104,154,25.5,50,5.4,2
Salinity Stress,155,105,155,25.6,51,5.3,2
Salinity Stress,156,106,156,25.7,52,5.2,2
Salinity Stress,157,107,157,25.8,53,5.1,2
Salinity Stress,158,108,158,25.9,54,5,2
Salinity Stress,159,109,159,26,55,5.5,2
Salinity Stress,160,110,160,26.1,56,5.4,2
Salinity Stress,161,111,161,26.2,57,5.3,2
Salinity Stress,162,112,162,26.3,58,5.2,2
Salinity Stress,163,113,163,26.4,59,5.1,2
Salinity Stress,164,114,164,26.5,60,5,2
Salinity Stress,165,115,165,26.6,50,5.5,2
Salinity Stress,166,116,166,26.7,51,5.4,2
Salinity Stress,167,117,167,26.8,52,5.3,2
Salinity Stress,168,118,168,26.9,53,5.2,2
Salinity Stress,169,119,169,27,54,5.1,2
Salinity Stress,170,120,170,27.1,55,5,2
Salinity Stress,171,121,171,27.2,56,5.5,2
Salinity Stress,172,122,172,27.3,57,5.4,2
Salinity Stress,173,123,173,27.4,58,5.3,2
Salinity Stress,174,124,174,27.5,59,5.2,2
Salinity Stress,175,125,175,27.6,60,5.1,2
Salinity Stress,176,126,176,27.7,50,5,2
Salinity Stress,177,127,177,27.8,51,5.5,2
Salinity Stress,178,128,178,27.9,52,5.4,2
Salinity Stress,179,129,179,28,53,5.3,2
Salinity Stress,180,130,180,28.1,54,5.2,2
Salinity Stress,181,131,181,28.2,55,5.1,2
Salinity Stress,182,132,182,28.3,56,5,2
Salinity Stress,183,133,183,28.4,57,5.5,2
Salinity Stress,184,134,184,28.5,58,5.4,2
Salinity Stress,185,135,185,28.6,59,5.3,2
Salinity Stress,186,136,186,28.7,60,5.2,2
Salinity Stress,187,137,187,28.8,50,5.1,2
Salinity Stress,188,138,188,28.9,51,5,2
Salinity Stress,189,139,189,29,52,5.5,2
Salinity Stress,190,140,190,29.1,53,5.4,2
Salinity Stress,191,141,191,29.2,54,5.3,2
Salinity Stress,192,142,192,29.3,55,5.2,2
Salinity Stress,193,143,193,29.4,56,5.1,2
Salinity Stress,194,144,194,29.5,57,5,2
Salinity Stress,195,145,195,29.6,58,5.5,2
Salinity Stress,196,146,196,29.7,59,5.4,2
Salinity Stress,197,147,197,29.8,60,5.3,2
Salinity Stress,198,148,198,29.9,50,5.2,2
Salinity Stress,199,149,199,30,51,5.1,2
Powdery Mildew,150,100,150,15,50,5.5,2
Powdery Mildew,151,101,151,15.1,51,5.4,2
Powdery Mildew,152,102,152,15.2,52,5.3,2
Powdery Mildew,153,103,153,15.3,53,5.2,2
Powdery Mildew,154,104,154,15.4,54,5.1,2
Powdery Mildew,155,105,155,15.5,55,5,2
Powdery Mildew,156,106,156,15.6,56,5.5,2
Powdery Mildew,157,107,157,15.7,57,5.4,2
Powdery Mildew,158,108,158,15.8,58,5.3,2
Powdery Mildew,159,109,159,15.9,59,5.2,2
Powdery Mildew,160,110,160,16,60,5.1,2
Powdery Mildew,161,111,161,16.1,50,5,2
Powdery Mildew,162,112,162,16.2,51,5.5,2
Powdery Mildew,163,113,163,16.3,52,5.4,2
Powdery Mildew,164,114,164,16.4,53,5.3,2
Powdery Mildew,165,115,165,16.5,54,5.2,2
Powdery Mildew,166,116,166,16.6,55,5.1,2
Powdery Mildew,167,117,167,16.7,56,5,2
Powdery Mildew,168,118,168,16.8,57,5.5,2
Powdery Mildew,169,119,169,16.9,58,5.4,2
Powdery Mildew,170,120,170,17,59,5.3,2
Powdery Mildew,171,121,171,17.1,60,5.2,2
Powdery Mildew,172,122,172,17.2,50,5.1,2
Powdery Mildew,173,123,173,17.3,51,5,2
Powdery Mildew,174,124,174,17.4,52,5.5,2
Powdery Mildew,175,125,175,17.5,53,5.4,2
Powdery Mildew,176,126,176,17.6,54,5.3,2
Powdery Mildew,177,127,177,17.7,55,5.2,2
Powdery Mildew,178,128,178,17.8,56,5.1,2
Powdery Mildew,179,129,179,17.9,57,5,2
Powdery Mildew,180,130,180,18,58,5.5,2
Powdery Mildew,181,131,181,18.1,59,5.4,2
Powdery Mildew,182,132,182,18.2,60,5.3,2
Powdery Mildew,183,133,183,18.3,50,5.2,2
Powdery Mildew,184,134,184,18.4,51,5.1,2
Powdery Mildew,185,135,185,18.5,52,5,2
Powdery Mildew,186,136,186,18.6,53,5.5,2
Powdery Mildew,187,137,187,18.7,54,5.4,2
Powdery Mildew,188,138,188,18.8,55,5.3,2
Powdery Mildew,189,139,189,18.9,56,5.2,2
Powdery Mildew,190,140,190,19,57,5.1,2
Powdery Mildew,191,141,191,19.1,58,5,2
Powdery Mildew,192,142,192,19.2,59,5.5,2
Powdery Mildew,193,143,193,19.3,60,5.4,2
Powdery Mildew,194,144,194,19.4,50,5.3,2
Powdery Mildew,195,145,195,19.5,51,5.2,2
Powdery Mildew,196,146,196,19.6,52,5.1,2
Powdery Mildew,197,147,197,19.7,53,5,2
Powdery Mildew,198,148,198,19.8,54,5.5,2
Powdery Mildew,199,149,199,19.9,55,5.4,2
Powdery Mildew,200,150,200,20,56,5.3,2
Powdery Mildew,150,100,150,20.1,57,5.2,2
Powdery Mildew,151,101,151,20.2,58,5.1,2
Powdery Mildew,152,102,152,20.3,59,5,2
Powdery Mildew,153,103,153,20.4,60,5.5,2
Powdery Mildew,154,104,154,20.5,50,5.4,2
Powdery Mildew,155,105,155,20.6,51,5.3,2
Powdery Mildew,156,106,156,20.7,52,5.2,2
Powdery Mildew,157,107,157,20.8,53,5.1,2
Powdery Mildew,158,108,158,20.9,54,5,2
Powdery Mildew,159,109,159,21,55,5.5,2
Powdery Mildew,160,110,160,21.1,56,5.4,2
Powdery Mildew,161,111,161,21.2,57,5.3,2
Powdery Mildew,162,112,162,21.3,58,5.2,2
Powdery Mildew,163,113,163,21.4,59,5.1,2
Powdery Mildew,164,114,164,21.5,60,5,2
Powdery Mildew,165,115,165,21.6,50,5.5,2
Powdery Mildew,166,116,166,21.7,51,5.4,2
Powdery Mildew,167,117,167,21.8,52,5.3,2
Powdery Mildew,168,118,168,21.9,53,5.2,2
Powdery Mildew,169,119,169,22,54,5.1,2
Powdery Mildew,170,120,170,22.1,55,5,2
Powdery Mildew,171,121,171,22.2,56,5.5,2
Powdery Mildew,172,122,172,22.3,57,5.4,2
Powdery Mildew,173,123,173,22.4,58,5.3,2
Powdery Mildew,174,124,174,22.5,59,5.2,2
Powdery Mildew,175,125,175,22.6,60,5.1,2
Powdery Mildew,176,126,176,22.7,50,5,2
Powdery Mildew,177,127,177,22.8,51,5.5,2
Powdery Mildew,178,128,178,22.9,52,5.4,2
Powdery Mildew,179,129,179,23,53,5.3,2
Powdery Mildew,180,130,180,23.1,54,5.2,2
Powdery Mildew,181,131,181,23.2,55,5.1,2
Powdery Mildew,182,132,182,23.3,56,5,2
Powdery Mildew,183,133,183,23.4,57,5.5,2
Powdery Mildew,184,134,184,23.5,58,5.4,2
Powdery Mildew,185,135,185,23.6,59,5.3,2
Powdery Mildew,186,136,186,23.7,60,5.2,2
Powdery Mildew,187,137,187,23.8,50,5.1,2
Powdery Mildew,188,138,188,23.9,51,5,2
Powdery Mildew,189,139,189,24,52,5.5,2
Powdery Mildew,190,140,190,24.1,53,5.4,2
Powdery Mildew,191,141,191,24.2,54,5.3,2
Powdery Mildew,192,142,192,24.3,55,5.2,2
Powdery Mildew,193,143,193,24.4,56,5.1,2
Powdery Mildew,194,144,194,24.5,57,5,2
Powdery Mildew,195,145,195,24.6,58,5.5,2
Powdery Mildew,196,146,196,24.7,59,5.4,2
Powdery Mildew,197,147,197,24.8,60,5.3,2
Powdery Mildew,198,148,198,24.9,50,5.2,2
Powdery Mildew,199,149,199,25,51,5.1,2
Bacterial Wilt,150,100,150,20,50,5.5,2
Bacterial Wilt,151,101,151,20.1,51,5.4,2
Bacterial Wilt,152,102,152,20.2,52,5.3,2
Bacterial Wilt,153,103,153,20.3,53,5.2,2
Bacterial Wilt,154,104,154,20.4,54,5.1,2
Bacterial Wilt,155,105,155,20.5,55,5,2
Bacterial Wilt,156,106,156,20.6,56,5.5,2
Bacterial Wilt,157,107,157,20.7,57,5.4,2
Bacterial Wilt,158,108,158,20.8,58,5.3,2
Bacterial Wilt,159,109,159,20.9,59,5.2,2
Bacterial Wilt,160,110,160,21,60,5.1,2
Bacterial Wilt,161,111,161,21.1,50,5,2
Bacterial Wilt,162,112,162,21.2,51,5.5,2
Bacterial Wilt,163,113,163,21.3,52,5.4,2
Bacterial Wilt,164,114,164,21.4,53,5.3,2
Bacterial Wilt,165,115,165,21.5,54,5.2,2
Bacterial Wilt,166,116,166,21.6,55,5.1,2
Bacterial Wilt,167,117,167,21.7,56,5,2
Bacterial Wilt,168,118,168,21.8,57,5.5,2
Bacterial Wilt,169,119,169,21.9,58,5.4,2
Bacterial Wilt,170,120,170,22,59,5.3,2
Bacterial Wilt,171,121,171,22.1,60,5.2,2
Bacterial Wilt,172,122,172,22.2,50,5.1,2
Bacterial Wilt,173,123,173,22.3,51,5,2
Bacterial Wilt,174,124,174,22.4,52,5.5,2
Bacterial Wilt,175,125,175,22.5,53,5.4,2
Bacterial Wilt,176,126,176,22.6,54,5.3,2
Bacterial Wilt,177,127,177,22.7,55,5.2,2
Bacterial Wilt,178,128,178,22.8,56,5.1,2
Bacterial Wilt,179,129,179,22.9,57,5,2
Bacterial Wilt,180,130,180,23,58,5.5,2
Bacterial Wilt,181,131,181,23.1,59,5.4,2
Bacterial Wilt,182,132,182,23.2,60,5.3,2
Bacterial Wilt,183,133,183,23.3,50,5.2,2
Bacterial Wilt,184,134,184,23.4,51,5.1,2
Bacterial Wilt,185,135,185,23.5,52,5,2
Bacterial Wilt,186,136,186,23.6,53,5.5,2
Bacterial Wilt,187,137,187,23.7,54,5.4,2
Bacterial Wilt,188,138,188,23.8,55,5.3,2
